\N,,,,,
\N,AKTX,Akari Therapeutics Plc,n/a,Health Care,Major Pharmaceuticals
\N,AKBA,"Akebia Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
\N,AKER,Akers Biosciences Inc,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
\N,AKRX,"Akorn, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,ALRM,"Alarm.com Holdings, Inc.",2015,Technology,Computer Software: Prepackaged Software
\N,ALSK,"Alaska Communications Systems Group, Inc.",1999,Public Utilities,Telecommunications Equipment
\N,AMRI,"Albany Molecular Research, Inc.",1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch
\N,ALBO,"Albireo Pharma, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,ABDC,Alcentra Capital Corp.,n/a,n/a,n/a
\N,ADHD,Alcobra Ltd.,2013,Health Care,Major Pharmaceuticals
\N,ALDR,"Alder BioPharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
\N,ALDX,"Aldeyra Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
\N,ALXN,"Alexion Pharmaceuticals, Inc.",1996,Health Care,Major Pharmaceuticals
\N,ALCO,"Alico, Inc.",n/a,Consumer Non-Durables,Farming/Seeds/Milling
\N,ALGN,"Align Technology, Inc.",2001,Health Care,Industrial Specialties
\N,ALIM,"Alimera Sciences, Inc.",2010,Health Care,Major Pharmaceuticals
\N,ALJJ,"ALJ Regional Holdings, Inc.",n/a,Miscellaneous,Business Services
\N,ALKS,Alkermes plc,1991,Health Care,Major Pharmaceuticals
\N,ABTX,"Allegiance Bancshares, Inc.",2015,Finance,Major Banks
\N,ALGT,Allegiant Travel Company,2006,Transportation,Air Freight/Delivery Services
\N,AIQ,"Alliance HealthCare Services, Inc.",2001,Health Care,Medical Specialities
\N,AHGP,"Alliance Holdings GP, L.P.",2006,Energy,Coal Mining
\N,AMMA,"Alliance MMA, Inc.",2016,Consumer Services,Services-Misc. Amusement & Recreation
\N,ARLP,"Alliance Resource Partners, L.P.",1999,Energy,Coal Mining
\N,AHPI,"Allied Healthcare Products, Inc.",1992,Health Care,Industrial Specialties
\N,AMOT,"Allied Motion Technologies, Inc.",n/a,Capital Goods,Electrical Products
\N,ALQA,"Alliqua BioMedical, Inc.",n/a,Health Care,Medical/Dental Instruments
\N,ALLT,Allot Communications Ltd.,2006,Technology,Computer Communications Equipment
\N,MDRX,"Allscripts Healthcare Solutions, Inc.",n/a,Technology,EDP Services
\N,AFAM,Almost Family Inc,n/a,Health Care,Medical/Nursing Services
\N,ALNY,"Alnylam Pharmaceuticals, Inc.",2004,Health Care,Major Pharmaceuticals
\N,AOSL,Alpha and Omega Semiconductor Limited,2010,Technology,Semiconductors
\N,GOOG,Alphabet Inc.,2004,Technology,"Computer Software: Programming, Data Processing"
\N,GOOGL,Alphabet Inc.,n/a,Technology,"Computer Software: Programming, Data Processing"
\N,SMCP,AlphaMark Actively Managed Small Cap ETF,n/a,n/a,n/a
\N,ATEC,"Alphatec Holdings, Inc.",2006,Health Care,Medical/Dental Instruments
\N,SWIN,ALPS/Dorsey Wright Sector Momentum ETF,n/a,n/a,n/a
\N,ASPS,Altisource Portfolio Solutions S.A.,n/a,Consumer Services,Other Consumer Services
\N,AIMC,Altra Industrial Motion Corp.,2006,Capital Goods,Industrial Machinery/Components
\N,AMAG,"AMAG Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,AMRN,Amarin Corporation plc,n/a,Health Care,Major Pharmaceuticals
\N,AMRK,"A-Mark Precious Metals, Inc.",n/a,Basic Industries,Other Specialty Stores
\N,AYA,Amaya Inc.,n/a,Technology,"Computer Software: Programming, Data Processing"
\N,AMZN,"Amazon.com, Inc.",1997,Consumer Services,Catalog/Specialty Distribution
\N,AMBC,"Ambac Financial Group, Inc.",n/a,Finance,Property-Casualty Insurers
\N,AMBCW,"Ambac Financial Group, Inc.",n/a,Finance,Property-Casualty Insurers
\N,AMBA,"Ambarella, Inc.",2012,Technology,Semiconductors
\N,AMCX,AMC Networks Inc.,n/a,Consumer Services,Television Services
\N,DOX,Amdocs Limited,n/a,Technology,EDP Services
\N,AMDA,Amedica Corporation,2014,Health Care,Medical/Dental Instruments
\N,AMED,Amedisys Inc,n/a,Health Care,Medical/Nursing Services
\N,UHAL,Amerco,n/a,Consumer Services,Rental/Leasing Companies
\N,ATAX,"America First Multifamily Investors, L.P.",n/a,Finance,Finance: Consumer Services
\N,AMOV,"America Movil, S.A.B. de C.V.",n/a,Public Utilities,Telecommunications Equipment
\N,AAL,"American Airlines Group, Inc.",n/a,Transportation,Air Freight/Delivery Services
\N,ACSF,"American Capital Senior Floating, Ltd.",2014,n/a,n/a
\N,AETI,"American Electric Technologies, Inc.",n/a,Energy,Industrial Machinery/Components
\N,AMNB,"American National Bankshares, Inc.",n/a,Finance,Major Banks
\N,ANAT,American National Insurance Company,n/a,Finance,Life Insurance
\N,AOBC,American Outdoor Brands Corporation,n/a,Capital Goods,Ordnance And Accessories
\N,APEI,"American Public Education, Inc.",2007,Consumer Services,Other Consumer Services
\N,ARII,"American Railcar Industries, Inc.",2006,Capital Goods,Railroads
\N,AMRB,American River Bankshares,n/a,Finance,Major Banks
\N,AMSWA,"American Software, Inc.",n/a,Technology,Computer Software: Prepackaged Software
\N,AMSC,American Superconductor Corporation,1991,Consumer Durables,Metal Fabrications
\N,AMWD,American Woodmark Corporation,1986,Basic Industries,Forest Products
\N,CRMT,"America&#39;s Car-Mart, Inc.",n/a,Consumer Durables,Automotive Aftermarket
\N,ABCB,Ameris Bancorp,1994,Finance,Major Banks
\N,AMSF,"AMERISAFE, Inc.",2005,Finance,Property-Casualty Insurers
\N,ASRV,AmeriServ Financial Inc.,n/a,Finance,Major Banks
\N,ASRVP,AmeriServ Financial Inc.,n/a,Finance,Major Banks
\N,ATLO,Ames National Corporation,n/a,Finance,Major Banks
\N,AMGN,Amgen Inc.,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,FOLD,"Amicus Therapeutics, Inc.",2007,Health Care,Major Pharmaceuticals
\N,AMKR,"Amkor Technology, Inc.",1998,Technology,Semiconductors
\N,AMPH,"Amphastar Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
\N,IBUY,Amplify Online Retail ETF,n/a,n/a,n/a
\N,ASYS,"Amtech Systems, Inc.",n/a,Technology,Industrial Machinery/Components
\N,AFSI,"AmTrust Financial Services, Inc.",n/a,Finance,Property-Casualty Insurers
\N,AMRS,"Amyris, Inc.",2010,Basic Industries,Major Chemicals
\N,ADI,"Analog Devices, Inc.",n/a,Technology,Semiconductors
\N,ALOG,Analogic Corporation,1972,Capital Goods,Electrical Products
\N,ANAB,"AnaptysBio, Inc.",2017,n/a,n/a
\N,AVXL,Anavex Life Sciences Corp.,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
\N,ANCB,Anchor Bancorp,2011,Finance,Banks
\N,ANDA,Andina Acquisition Corp. II,2015,Finance,Business Services
\N,ANDAR,Andina Acquisition Corp. II,2015,Finance,Business Services
\N,ANDAU,Andina Acquisition Corp. II,2015,Finance,Business Services
\N,ANDAW,Andina Acquisition Corp. II,2015,Finance,Business Services
\N,ANGI,"Angie&#39;s List, Inc.",2011,Consumer Services,Advertising
\N,ANGO,"AngioDynamics, Inc.",2004,Health Care,Medical/Dental Instruments
\N,ANIP,"ANI Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,ANIK,Anika Therapeutics Inc.,n/a,Health Care,Medical/Dental Instruments
\N,ANSS,"ANSYS, Inc.",1996,Technology,Computer Software: Prepackaged Software
\N,ATRS,"Antares Pharma, Inc.",n/a,Health Care,Medical/Dental Instruments
\N,ANTH,"Anthera Pharmaceuticals, Inc.",2010,Health Care,Major Pharmaceuticals
\N,ABAC,"Aoxin Tianli Group, Inc.",n/a,Consumer Non-Durables,Farming/Seeds/Milling
\N,APOG,"Apogee Enterprises, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.
\N,APOL,"Apollo Education Group, Inc.",1994,Consumer Services,Other Consumer Services
\N,APEN,"Apollo Endosurgery, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,AINV,Apollo Investment Corporation,2004,n/a,n/a
\N,APPF,"AppFolio, Inc.",2015,Technology,Computer Software: Prepackaged Software
\N,AAPL,Apple Inc.,1980,Technology,Computer Manufacturing
\N,ARCI,"Appliance Recycling Centers of America, Inc.",n/a,Consumer Services,Home Furnishings
\N,APDN,Applied DNA Sciences Inc,n/a,Consumer Services,Other Consumer Services
\N,APDNW,Applied DNA Sciences Inc,n/a,Consumer Services,Other Consumer Services
\N,AGTC,Applied Genetic Technologies Corporation,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,AMAT,"Applied Materials, Inc.",1972,Technology,Semiconductors
\N,AAOI,"Applied Optoelectronics, Inc.",2013,Technology,Semiconductors
\N,AREX,Approach Resources Inc.,2007,Energy,Oil & Gas Production
\N,APTI,"Apptio, Inc.",2016,Technology,Computer Software: Prepackaged Software
\N,APRI,"Apricus Biosciences, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,APVO,Aptevo Therapeutics Inc.,n/a,Health Care,Major Pharmaceuticals
\N,APTO,"Aptose Biosciences, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,AQMS,"Aqua Metals, Inc.",2015,Basic Industries,Metal Fabrications
\N,AQB,"AquaBounty Technologies, Inc.",n/a,n/a,n/a
\N,AQXP,"Aquinox Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
\N,ARDM,Aradigm Corporation,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,ARLZ,Aralez Pharmaceuticals Inc.,n/a,Health Care,Major Pharmaceuticals
\N,PETX,"Aratana Therapeutics, Inc.",2013,Health Care,Major Pharmaceuticals
\N,ABUS,Arbutus Biopharma Corporation,n/a,Health Care,Major Pharmaceuticals
\N,ARCW,"ARC Group Worldwide, Inc.",n/a,Capital Goods,Metal Fabrications
\N,ABIO,"ARCA biopharma, Inc.",n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
\N,RKDA,"Arcadia Biosciences, Inc.",2015,Basic Industries,Agricultural Chemicals
\N,ARCB,ArcBest Corporation,n/a,Transportation,Trucking Freight/Courier Services
\N,ACGL,Arch Capital Group Ltd.,n/a,Finance,Property-Casualty Insurers
\N,ACGLP,Arch Capital Group Ltd.,n/a,Finance,Property-Casualty Insurers
\N,APLP,"Archrock Partners, L.P.",n/a,Public Utilities,Natural Gas Distribution
\N,ACAT,Arctic Cat Inc.,1990,Capital Goods,Industrial Specialties
\N,ARDX,"Ardelyx, Inc.",2014,Health Care,Major Pharmaceuticals
\N,ARNA,"Arena Pharmaceuticals, Inc.",2000,Health Care,Major Pharmaceuticals
\N,ARCC,Ares Capital Corporation,2004,n/a,n/a
\N,AGII,"Argo Group International Holdings, Ltd.",n/a,Finance,Specialty Insurers
\N,AGIIL,"Argo Group International Holdings, Ltd.",n/a,Finance,Specialty Insurers
\N,ARGS,"Argos Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
\N,ARIS,"ARI Network Services, Inc.",1991,Technology,"Computer Software: Programming, Data Processing"
\N,ARIA,"ARIAD Pharmaceuticals, Inc.",1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,ARKR,Ark Restaurants Corp.,n/a,Consumer Services,Restaurants
\N,ARTX,Arotech Corporation,1994,Miscellaneous,Industrial Machinery/Components
\N,ARQL,"ArQule, Inc.",1996,Health Care,Major Pharmaceuticals
\N,ARRY,Array BioPharma Inc.,2000,Health Care,Major Pharmaceuticals
\N,ARRS,ARRIS International plc,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
\N,DWAT,Arrow DWA Tactical ETF,n/a,n/a,n/a
\N,AROW,Arrow Financial Corporation,n/a,Finance,Major Banks
\N,ARWR,"Arrowhead Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,ARTNA,Artesian Resources Corporation,n/a,Public Utilities,Water Supply
\N,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",n/a,Capital Goods,Industrial Machinery/Components
\N,ASBB,"ASB Bancorp, Inc.",2011,Finance,Savings Institutions
\N,ASNA,"Ascena Retail Group, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
\N,ASND,Ascendis Pharma A/S,2015,Health Care,Major Pharmaceuticals
\N,ASCMA,"Ascent Capital Group, Inc.",n/a,Consumer Services,Other Consumer Services
\N,APWC,Asia Pacific Wire & Cable Corporation Limited,n/a,Basic Industries,Telecommunications Equipment
\N,ASML,ASML Holding N.V.,1995,Technology,Industrial Machinery/Components
\N,AZPN,"Aspen Technology, Inc.",1994,Technology,EDP Services
\N,ASMB,"Assembly Biosciences, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,ASFI,"Asta Funding, Inc.",1995,Finance,Finance Companies
\N,ASTE,"Astec Industries, Inc.",1986,Capital Goods,Construction/Ag Equipment/Trucks
\N,ATRO,Astronics Corporation,n/a,Capital Goods,Military/Government/Technical
\N,ALOT,"AstroNova, Inc.",1983,Technology,Computer peripheral equipment
\N,ASTC,Astrotech Corporation,n/a,Capital Goods,Military/Government/Technical
\N,ASUR,Asure Software Inc,n/a,Technology,EDP Services
\N,ATAI,ATA Inc.,2008,Consumer Services,Other Consumer Services
\N,ATRA,"Atara Biotherapeutics, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,ATHN,"athenahealth, Inc.",2007,Miscellaneous,Business Services
\N,ATHX,"Athersys, Inc.",n/a,Health Care,Major Pharmaceuticals
\N,AAPC,Atlantic Alliance Partnership Corp.,2015,Consumer Services,Services-Misc. Amusement & Recreation
\N,AAME,Atlantic American Corporation,n/a,Finance,Life Insurance
\N,ACBI,"Atlantic Capital Bancshares, Inc.",n/a,Finance,Major Banks
\N,ACFC,Atlantic Coast Financial Corporation,n/a,Finance,Savings Institutions
\N,ABY,Atlantica Yield plc,2014,Public Utilities,Electric Utilities: Central
\N,ATLC,Atlanticus Holdings Corporation,1995,Finance,Finance: Consumer Services
\N,AAWW,Atlas Air Worldwide Holdings,n/a,Transportation,Transportation Services
\N,AFH,"Atlas Financial Holdings, Inc.",2013,Finance,Property-Casualty Insurers
\N,TEAM,Atlassian Corporation Plc,2015,Technology,Computer Software: Prepackaged Software
\N,ATNI,"ATN International, Inc.",n/a,Public Utilities,Telecommunications Equipment
\N,ATOM,Atomera Incorporated,2016,Technology,Semiconductors
\N,ATOS,Atossa Genetics Inc.,2012,Health Care,Medical/Dental Instruments
\N,ATRC,"AtriCure, Inc.",2005,Health Care,Medical/Dental Instruments
\N,ATRI,Atrion Corporation,n/a,Health Care,Medical/Dental Instruments
\N,ATTU,Attunity Ltd.,n/a,Technology,Computer Software: Prepackaged Software
\N,LIFE,"aTyr Pharma, Inc.",2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,AUBN,"Auburn National Bancorporation, Inc.",n/a,Finance,Major Banks
\N,BOLD,"Audentes Therapeutics, Inc.",2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,AUDC,AudioCodes Ltd.,1999,Public Utilities,Telecommunications Equipment
\N,AUPH,Aurinia Pharmaceuticals Inc,n/a,Health Care,Major Pharmaceuticals
\N,EARS,Auris Medical Holding AG,2014,Health Care,Major Pharmaceuticals
\N,ABTL,Autobytel Inc.,1999,Technology,"Computer Software: Programming, Data Processing"
\N,ADSK,"Autodesk, Inc.",n/a,Technology,Computer Software: Prepackaged Software
\N,ADP,"Automatic Data Processing, Inc.",n/a,Technology,EDP Services
\N,AVDL,Avadel Pharmaceuticals plc,n/a,Health Care,Major Pharmaceuticals
\N,AVEO,"AVEO Pharmaceuticals, Inc.",2010,Health Care,Major Pharmaceuticals
\N,AVXS,"AveXis, Inc.",2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,AVNW,"Aviat Networks, Inc.",n/a,Technology,Radio And Television Broadcasting And Communications Equipment
\N,AVID,"Avid Technology, Inc.",1993,Technology,Computer Software: Prepackaged Software
\N,AVGR,"Avinger, Inc.",2015,Health Care,Medical/Dental Instruments
\N,AVIR,"Aviragen Therapeutics, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
\N,CAR,"Avis Budget Group, Inc.",n/a,Consumer Services,Rental/Leasing Companies
\N,AHPA,Avista Healthcare Public Acquisition Corp.,2016,Finance,Business Services
\N,AHPAU,Avista Healthcare Public Acquisition Corp.,2016,Finance,Business Services
\N,AHPAW,Avista Healthcare Public Acquisition Corp.,2016,Finance,Business Services
\N,AWRE,"Aware, Inc.",1996,Technology,Computer Software: Prepackaged Software
\N,AXAR,Axar Acquisition Corp.,2014,Finance,Business Services
\N,AXARU,Axar Acquisition Corp.,2014,Finance,Business Services
\N,AXARW,Axar Acquisition Corp.,2014,Finance,Business Services
\N,ACLS,"Axcelis Technologies, Inc.",2000,Technology,Industrial Machinery/Components
\N,AXGN,"AxoGen, Inc.",n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
\N,AXSM,"Axsome Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals
\N,AXTI,AXT Inc,1998,Technology,Semiconductors
\N,AZRX,"AzurRx BioPharma, Inc.",2016,n/a,n/a
\N,BCOM,B Communications Ltd.,n/a,Consumer Services,Telecommunications Equipment
\N,RILY,"B. Riley Financial, Inc.",n/a,n/a,n/a
\N,RILYL,"B. Riley Financial, Inc.",n/a,Miscellaneous,Business Services
\N,BOSC,B.O.S. Better Online Solutions,n/a,Technology,Computer Communications Equipment
\N,BEAV,"B/E Aerospace, Inc.",1990,Capital Goods,Military/Government/Technical
\N,BIDU,"Baidu, Inc.",2005,Technology,"Computer Software: Programming, Data Processing"
\N,BCPC,Balchem Corporation,n/a,Basic Industries,Major Chemicals
\N,BWINA,"Baldwin & Lyons, Inc.",n/a,Finance,Property-Casualty Insurers
\N,BWINB,"Baldwin & Lyons, Inc.",n/a,Finance,Property-Casualty Insurers
\N,BLDP,"Ballard Power Systems, Inc.",n/a,Energy,Industrial Machinery/Components
\N,BANF,BancFirst Corporation,1993,Finance,Major Banks
\N,BANFP,BancFirst Corporation,n/a,Finance,Major Banks
\N,BCTF,"Bancorp 34, Inc.",n/a,Finance,Savings Institutions
\N,BKMU,Bank Mutual Corporation,n/a,Finance,Savings Institutions
\N,BOCH,Bank of Commerce Holdings (CA),n/a,Finance,Major Banks
\N,BMRC,Bank of Marin Bancorp,n/a,Finance,Major Banks
\N,BMLP,Bank Of Montreal,n/a,n/a,n/a
\N,BKSC,Bank of South Carolina Corp.,n/a,Finance,Major Banks
\N,BOTJ,"Bank of the James Financial Group, Inc.",n/a,Finance,Major Banks
\N,OZRK,Bank of the Ozarks,1997,Finance,Major Banks
\N,BFIN,BankFinancial Corporation,n/a,Finance,Savings Institutions
\N,BWFG,"Bankwell Financial Group, Inc.",2014,Finance,Major Banks
\N,BANR,Banner Corporation,n/a,Finance,Major Banks
\N,BZUN,Baozun Inc.,2015,Consumer Services,Catalog/Specialty Distribution
\N,TAPR,Barclays Inverse US Treasury Composite ETN,n/a,Finance,Commercial Banks
\N,BHAC,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
\N,BHACR,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
\N,BHACU,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
\N,BHACW,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
\N,BBSI,"Barrett Business Services, Inc.",1993,Technology,Professional Services
\N,BSET,"Bassett Furniture Industries, Incorporated",n/a,Consumer Durables,Home Furnishings
\N,BYBK,"Bay Bancorp, Inc.",n/a,Finance,Major Banks
\N,BV,"Bazaarvoice, Inc.",2012,Technology,Computer Software: Prepackaged Software
\N,BCBP,"BCB Bancorp, Inc. (NJ)",2005,Finance,Savings Institutions
\N,BECN,"Beacon Roofing Supply, Inc.",2004,Consumer Services,RETAIL: Building Materials
\N,BSF,"Bear State Financial, Inc.",n/a,Finance,Major Banks
\N,BBGI,"Beasley Broadcast Group, Inc.",2000,Consumer Services,Broadcasting
\N,BEBE,"bebe stores, inc.",1998,Consumer Non-Durables,Apparel
\N,BBBY,Bed Bath & Beyond Inc.,1992,Consumer Services,Home Furnishings
\N,BGNE,"BeiGene, Ltd.",2016,Health Care,Major Pharmaceuticals
\N,BELFA,Bel Fuse Inc.,n/a,Capital Goods,Electrical Products
