138,AMOV,"America Movil, S.A.B. de C.V.",n/a,Public Utilities,Telecommunications Equipment
139,AAL,"American Airlines Group, Inc.",n/a,Transportation,Air Freight/Delivery Services
140,ACSF,"American Capital Senior Floating, Ltd.",2014,n/a,n/a
141,AETI,"American Electric Technologies, Inc.",n/a,Energy,Industrial Machinery/Components
142,AMNB,"American National Bankshares, Inc.",n/a,Finance,Major Banks
143,ANAT,American National Insurance Company,n/a,Finance,Life Insurance
144,AOBC,American Outdoor Brands Corporation,n/a,Capital Goods,Ordnance And Accessories
145,APEI,"American Public Education, Inc.",2007,Consumer Services,Other Consumer Services
146,ARII,"American Railcar Industries, Inc.",2006,Capital Goods,Railroads
147,AMRB,American River Bankshares,n/a,Finance,Major Banks
148,AMSWA,"American Software, Inc.",n/a,Technology,Computer Software: Prepackaged Software
149,AMSC,American Superconductor Corporation,1991,Consumer Durables,Metal Fabrications
150,AMWD,American Woodmark Corporation,1986,Basic Industries,Forest Products
151,CRMT,"America&#39;s Car-Mart, Inc.",n/a,Consumer Durables,Automotive Aftermarket
152,ABCB,Ameris Bancorp,1994,Finance,Major Banks
153,AMSF,"AMERISAFE, Inc.",2005,Finance,Property-Casualty Insurers
154,ASRV,AmeriServ Financial Inc.,n/a,Finance,Major Banks
155,ASRVP,AmeriServ Financial Inc.,n/a,Finance,Major Banks
156,ATLO,Ames National Corporation,n/a,Finance,Major Banks
157,AMGN,Amgen Inc.,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
158,FOLD,"Amicus Therapeutics, Inc.",2007,Health Care,Major Pharmaceuticals
159,AMKR,"Amkor Technology, Inc.",1998,Technology,Semiconductors
160,AMPH,"Amphastar Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
161,IBUY,Amplify Online Retail ETF,n/a,n/a,n/a
162,ASYS,"Amtech Systems, Inc.",n/a,Technology,Industrial Machinery/Components
163,AFSI,"AmTrust Financial Services, Inc.",n/a,Finance,Property-Casualty Insurers
164,AMRS,"Amyris, Inc.",2010,Basic Industries,Major Chemicals
165,ADI,"Analog Devices, Inc.",n/a,Technology,Semiconductors
166,ALOG,Analogic Corporation,1972,Capital Goods,Electrical Products
167,ANAB,"AnaptysBio, Inc.",2017,n/a,n/a
168,AVXL,Anavex Life Sciences Corp.,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
169,ANCB,Anchor Bancorp,2011,Finance,Banks
170,ANDA,Andina Acquisition Corp. II,2015,Finance,Business Services
171,ANDAR,Andina Acquisition Corp. II,2015,Finance,Business Services
172,ANDAU,Andina Acquisition Corp. II,2015,Finance,Business Services
173,ANDAW,Andina Acquisition Corp. II,2015,Finance,Business Services
174,ANGI,"Angie&#39;s List, Inc.",2011,Consumer Services,Advertising
175,ANGO,"AngioDynamics, Inc.",2004,Health Care,Medical/Dental Instruments
176,ANIP,"ANI Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
177,ANIK,Anika Therapeutics Inc.,n/a,Health Care,Medical/Dental Instruments
178,ANSS,"ANSYS, Inc.",1996,Technology,Computer Software: Prepackaged Software
179,ATRS,"Antares Pharma, Inc.",n/a,Health Care,Medical/Dental Instruments
180,ANTH,"Anthera Pharmaceuticals, Inc.",2010,Health Care,Major Pharmaceuticals
181,ABAC,"Aoxin Tianli Group, Inc.",n/a,Consumer Non-Durables,Farming/Seeds/Milling
182,APOG,"Apogee Enterprises, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.
183,APOL,"Apollo Education Group, Inc.",1994,Consumer Services,Other Consumer Services
184,APEN,"Apollo Endosurgery, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
185,AINV,Apollo Investment Corporation,2004,n/a,n/a
186,APPF,"AppFolio, Inc.",2015,Technology,Computer Software: Prepackaged Software
187,AAPL,Apple Inc.,1980,Technology,Computer Manufacturing
188,ARCI,"Appliance Recycling Centers of America, Inc.",n/a,Consumer Services,Home Furnishings
189,APDN,Applied DNA Sciences Inc,n/a,Consumer Services,Other Consumer Services
190,APDNW,Applied DNA Sciences Inc,n/a,Consumer Services,Other Consumer Services
191,AGTC,Applied Genetic Technologies Corporation,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
192,AMAT,"Applied Materials, Inc.",1972,Technology,Semiconductors
193,AAOI,"Applied Optoelectronics, Inc.",2013,Technology,Semiconductors
194,AREX,Approach Resources Inc.,2007,Energy,Oil & Gas Production
195,APTI,"Apptio, Inc.",2016,Technology,Computer Software: Prepackaged Software
196,APRI,"Apricus Biosciences, Inc.",n/a,Health Care,Major Pharmaceuticals
197,APVO,Aptevo Therapeutics Inc.,n/a,Health Care,Major Pharmaceuticals
198,APTO,"Aptose Biosciences, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
199,AQMS,"Aqua Metals, Inc.",2015,Basic Industries,Metal Fabrications
200,AQB,"AquaBounty Technologies, Inc.",n/a,n/a,n/a
201,AQXP,"Aquinox Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
202,ARDM,Aradigm Corporation,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
203,ARLZ,Aralez Pharmaceuticals Inc.,n/a,Health Care,Major Pharmaceuticals
204,PETX,"Aratana Therapeutics, Inc.",2013,Health Care,Major Pharmaceuticals
205,ABUS,Arbutus Biopharma Corporation,n/a,Health Care,Major Pharmaceuticals
206,ARCW,"ARC Group Worldwide, Inc.",n/a,Capital Goods,Metal Fabrications
207,ABIO,"ARCA biopharma, Inc.",n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
208,RKDA,"Arcadia Biosciences, Inc.",2015,Basic Industries,Agricultural Chemicals
209,ARCB,ArcBest Corporation,n/a,Transportation,Trucking Freight/Courier Services
210,ACGL,Arch Capital Group Ltd.,n/a,Finance,Property-Casualty Insurers
211,ACGLP,Arch Capital Group Ltd.,n/a,Finance,Property-Casualty Insurers
212,APLP,"Archrock Partners, L.P.",n/a,Public Utilities,Natural Gas Distribution
213,ACAT,Arctic Cat Inc.,1990,Capital Goods,Industrial Specialties
214,ARDX,"Ardelyx, Inc.",2014,Health Care,Major Pharmaceuticals
215,ARNA,"Arena Pharmaceuticals, Inc.",2000,Health Care,Major Pharmaceuticals
216,ARCC,Ares Capital Corporation,2004,n/a,n/a
217,AGII,"Argo Group International Holdings, Ltd.",n/a,Finance,Specialty Insurers
218,AGIIL,"Argo Group International Holdings, Ltd.",n/a,Finance,Specialty Insurers
219,ARGS,"Argos Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals
220,ARIS,"ARI Network Services, Inc.",1991,Technology,"Computer Software: Programming, Data Processing"
221,ARIA,"ARIAD Pharmaceuticals, Inc.",1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
222,ARKR,Ark Restaurants Corp.,n/a,Consumer Services,Restaurants
223,ARTX,Arotech Corporation,1994,Miscellaneous,Industrial Machinery/Components
224,ARQL,"ArQule, Inc.",1996,Health Care,Major Pharmaceuticals
225,ARRY,Array BioPharma Inc.,2000,Health Care,Major Pharmaceuticals
226,ARRS,ARRIS International plc,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
227,DWAT,Arrow DWA Tactical ETF,n/a,n/a,n/a
228,AROW,Arrow Financial Corporation,n/a,Finance,Major Banks
229,ARWR,"Arrowhead Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals
230,ARTNA,Artesian Resources Corporation,n/a,Public Utilities,Water Supply
231,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",n/a,Capital Goods,Industrial Machinery/Components
232,ASBB,"ASB Bancorp, Inc.",2011,Finance,Savings Institutions
233,ASNA,"Ascena Retail Group, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
234,ASND,Ascendis Pharma A/S,2015,Health Care,Major Pharmaceuticals
235,ASCMA,"Ascent Capital Group, Inc.",n/a,Consumer Services,Other Consumer Services
236,APWC,Asia Pacific Wire & Cable Corporation Limited,n/a,Basic Industries,Telecommunications Equipment
237,ASML,ASML Holding N.V.,1995,Technology,Industrial Machinery/Components
238,AZPN,"Aspen Technology, Inc.",1994,Technology,EDP Services
239,ASMB,"Assembly Biosciences, Inc.",n/a,Health Care,Major Pharmaceuticals
240,ASFI,"Asta Funding, Inc.",1995,Finance,Finance Companies
241,ASTE,"Astec Industries, Inc.",1986,Capital Goods,Construction/Ag Equipment/Trucks
242,ATRO,Astronics Corporation,n/a,Capital Goods,Military/Government/Technical
243,ALOT,"AstroNova, Inc.",1983,Technology,Computer peripheral equipment
244,ASTC,Astrotech Corporation,n/a,Capital Goods,Military/Government/Technical
245,ASUR,Asure Software Inc,n/a,Technology,EDP Services
246,ATAI,ATA Inc.,2008,Consumer Services,Other Consumer Services
247,ATRA,"Atara Biotherapeutics, Inc.",2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
248,ATHN,"athenahealth, Inc.",2007,Miscellaneous,Business Services
249,ATHX,"Athersys, Inc.",n/a,Health Care,Major Pharmaceuticals
250,AAPC,Atlantic Alliance Partnership Corp.,2015,Consumer Services,Services-Misc. Amusement & Recreation
251,AAME,Atlantic American Corporation,n/a,Finance,Life Insurance
252,ACBI,"Atlantic Capital Bancshares, Inc.",n/a,Finance,Major Banks
253,ACFC,Atlantic Coast Financial Corporation,n/a,Finance,Savings Institutions
254,ABY,Atlantica Yield plc,2014,Public Utilities,Electric Utilities: Central
255,ATLC,Atlanticus Holdings Corporation,1995,Finance,Finance: Consumer Services
256,AAWW,Atlas Air Worldwide Holdings,n/a,Transportation,Transportation Services
257,AFH,"Atlas Financial Holdings, Inc.",2013,Finance,Property-Casualty Insurers
258,TEAM,Atlassian Corporation Plc,2015,Technology,Computer Software: Prepackaged Software
259,ATNI,"ATN International, Inc.",n/a,Public Utilities,Telecommunications Equipment
260,ATOM,Atomera Incorporated,2016,Technology,Semiconductors
261,ATOS,Atossa Genetics Inc.,2012,Health Care,Medical/Dental Instruments
262,ATRC,"AtriCure, Inc.",2005,Health Care,Medical/Dental Instruments
263,ATRI,Atrion Corporation,n/a,Health Care,Medical/Dental Instruments
264,ATTU,Attunity Ltd.,n/a,Technology,Computer Software: Prepackaged Software
265,LIFE,"aTyr Pharma, Inc.",2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
266,AUBN,"Auburn National Bancorporation, Inc.",n/a,Finance,Major Banks
267,BOLD,"Audentes Therapeutics, Inc.",2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
268,AUDC,AudioCodes Ltd.,1999,Public Utilities,Telecommunications Equipment
269,AUPH,Aurinia Pharmaceuticals Inc,n/a,Health Care,Major Pharmaceuticals
270,EARS,Auris Medical Holding AG,2014,Health Care,Major Pharmaceuticals
271,ABTL,Autobytel Inc.,1999,Technology,"Computer Software: Programming, Data Processing"
272,ADSK,"Autodesk, Inc.",n/a,Technology,Computer Software: Prepackaged Software
273,ADP,"Automatic Data Processing, Inc.",n/a,Technology,EDP Services
274,AVDL,Avadel Pharmaceuticals plc,n/a,Health Care,Major Pharmaceuticals
275,AVEO,"AVEO Pharmaceuticals, Inc.",2010,Health Care,Major Pharmaceuticals
276,AVXS,"AveXis, Inc.",2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
277,AVNW,"Aviat Networks, Inc.",n/a,Technology,Radio And Television Broadcasting And Communications Equipment
278,AVID,"Avid Technology, Inc.",1993,Technology,Computer Software: Prepackaged Software
279,AVGR,"Avinger, Inc.",2015,Health Care,Medical/Dental Instruments
280,AVIR,"Aviragen Therapeutics, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
281,CAR,"Avis Budget Group, Inc.",n/a,Consumer Services,Rental/Leasing Companies
282,AHPA,Avista Healthcare Public Acquisition Corp.,2016,Finance,Business Services
283,AHPAU,Avista Healthcare Public Acquisition Corp.,2016,Finance,Business Services
284,AHPAW,Avista Healthcare Public Acquisition Corp.,2016,Finance,Business Services
285,AWRE,"Aware, Inc.",1996,Technology,Computer Software: Prepackaged Software
286,AXAR,Axar Acquisition Corp.,2014,Finance,Business Services
287,AXARU,Axar Acquisition Corp.,2014,Finance,Business Services
288,AXARW,Axar Acquisition Corp.,2014,Finance,Business Services
289,ACLS,"Axcelis Technologies, Inc.",2000,Technology,Industrial Machinery/Components
290,AXGN,"AxoGen, Inc.",n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
291,AXSM,"Axsome Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals
292,AXTI,AXT Inc,1998,Technology,Semiconductors
293,AZRX,"AzurRx BioPharma, Inc.",2016,n/a,n/a
294,BCOM,B Communications Ltd.,n/a,Consumer Services,Telecommunications Equipment
295,RILY,"B. Riley Financial, Inc.",n/a,n/a,n/a
296,RILYL,"B. Riley Financial, Inc.",n/a,Miscellaneous,Business Services
297,BOSC,B.O.S. Better Online Solutions,n/a,Technology,Computer Communications Equipment
298,BEAV,"B/E Aerospace, Inc.",1990,Capital Goods,Military/Government/Technical
299,BIDU,"Baidu, Inc.",2005,Technology,"Computer Software: Programming, Data Processing"
300,BCPC,Balchem Corporation,n/a,Basic Industries,Major Chemicals
301,BWINA,"Baldwin & Lyons, Inc.",n/a,Finance,Property-Casualty Insurers
302,BWINB,"Baldwin & Lyons, Inc.",n/a,Finance,Property-Casualty Insurers
303,BLDP,"Ballard Power Systems, Inc.",n/a,Energy,Industrial Machinery/Components
304,BANF,BancFirst Corporation,1993,Finance,Major Banks
305,BANFP,BancFirst Corporation,n/a,Finance,Major Banks
306,BCTF,"Bancorp 34, Inc.",n/a,Finance,Savings Institutions
307,BKMU,Bank Mutual Corporation,n/a,Finance,Savings Institutions
308,BOCH,Bank of Commerce Holdings (CA),n/a,Finance,Major Banks
309,BMRC,Bank of Marin Bancorp,n/a,Finance,Major Banks
310,BMLP,Bank Of Montreal,n/a,n/a,n/a
311,BKSC,Bank of South Carolina Corp.,n/a,Finance,Major Banks
312,BOTJ,"Bank of the James Financial Group, Inc.",n/a,Finance,Major Banks
313,OZRK,Bank of the Ozarks,1997,Finance,Major Banks
314,BFIN,BankFinancial Corporation,n/a,Finance,Savings Institutions
315,BWFG,"Bankwell Financial Group, Inc.",2014,Finance,Major Banks
316,BANR,Banner Corporation,n/a,Finance,Major Banks
317,BZUN,Baozun Inc.,2015,Consumer Services,Catalog/Specialty Distribution
318,TAPR,Barclays Inverse US Treasury Composite ETN,n/a,Finance,Commercial Banks
319,BHAC,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
320,BHACR,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
321,BHACU,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
322,BHACW,Barington/Hilco Acquisition Corp.,2015,Finance,Business Services
323,BBSI,"Barrett Business Services, Inc.",1993,Technology,Professional Services
324,BSET,"Bassett Furniture Industries, Incorporated",n/a,Consumer Durables,Home Furnishings
325,BYBK,"Bay Bancorp, Inc.",n/a,Finance,Major Banks
326,BV,"Bazaarvoice, Inc.",2012,Technology,Computer Software: Prepackaged Software
327,BCBP,"BCB Bancorp, Inc. (NJ)",2005,Finance,Savings Institutions
328,BECN,"Beacon Roofing Supply, Inc.",2004,Consumer Services,RETAIL: Building Materials
329,BSF,"Bear State Financial, Inc.",n/a,Finance,Major Banks
330,BBGI,"Beasley Broadcast Group, Inc.",2000,Consumer Services,Broadcasting
331,BEBE,"bebe stores, inc.",1998,Consumer Non-Durables,Apparel
332,BBBY,Bed Bath & Beyond Inc.,1992,Consumer Services,Home Furnishings
333,BGNE,"BeiGene, Ltd.",2016,Health Care,Major Pharmaceuticals
334,BELFA,Bel Fuse Inc.,n/a,Capital Goods,Electrical Products
335,BELFB,Bel Fuse Inc.,n/a,Capital Goods,Electrical Products
336,BLPH,"Bellerophon Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals
337,BLCM,"Bellicum Pharmaceuticals, Inc.",2014,Health Care,Major Pharmaceuticals
338,BNCL,"Beneficial Bancorp, Inc.",n/a,Finance,Savings Institutions
339,BNFT,"Benefitfocus, Inc.",2013,Technology,Computer Software: Prepackaged Software
340,BNTC,Benitec Biopharma Limited,2015,Health Care,Major Pharmaceuticals
341,BNTCW,Benitec Biopharma Limited,2015,Health Care,Major Pharmaceuticals
342,BGCP,"BGC Partners, Inc.",n/a,Finance,Investment Bankers/Brokers/Service
